7000;CA-2017-123687;26/05/17;29/05/17;First Class;KC-16675;Kimberly Carter;Corporate;United States;Louisville;Kentucky;40214;South;OFF-AP-10002670;Office Supplies;Appliances;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;208.44.00;3;0;62.532
7001;CA-2017-123687;26/05/17;29/05/17;First Class;KC-16675;Kimberly Carter;Corporate;United States;Louisville;Kentucky;40214;South;OFF-SU-10004498;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;25.76;2;0;5,366666667
7002;CA-2015-104871;30/03/15;03/04/15;Standard Class;DR-12940;Daniel Raglin;Home Office;United States;Normal;Illinois;61761;Central;FUR-CH-10003298;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with Loop Arms. Charcoal;366.744;4;00.03;-1.100.232
7003;CA-2014-133158;19/08/14;21/08/14;Second Class;DW-13195;David Wiener;Corporate;United States;Los Angeles;California;90045;West;FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded. No Bevel Mat for Low Pile Carpeting;289.24.00;7;0;260.316
7004;CA-2014-133158;19/08/14;21/08/14;Second Class;DW-13195;David Wiener;Corporate;United States;Los Angeles;California;90045;West;OFF-BI-10000632;Office Supplies;Binders;Satellite Sectional Post Binders;69.456;2;00.02;225.732
7005;CA-2014-126333;23/12/14;28/12/14;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;Port Arthur;Texas;77642;Central;OFF-PA-10000223;Office Supplies;Paper;Xerox 2000;5.184;1;00.02;18.144
7006;CA-2015-141740;01/11/15;05/11/15;Standard Class;JF-15490;Jeremy Farry;Consumer;United States;New York City;New York;10009;East;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;205.164;2;00.01;136.776
7007;CA-2014-119466;15/12/14;21/12/14;Standard Class;SP-20860;Sung Pak;Corporate;United States;Chicago;Illinois;60623;Central;FUR-FU-10001546;Furniture;Furnishings;Dana Swing-Arm Lamps;8.544;2;00.06;-7.476
7008;CA-2015-154823;21/08/15;25/08/15;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Springfield;Ohio;45503;East;OFF-BI-10001098;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;12.828;2;00.07;-89.796
7009;CA-2015-154823;21/08/15;25/08/15;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Springfield;Ohio;45503;East;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;598.458;3;00.03;-42.747
