3998;CA-2015-105627;08/03/15;12/03/15;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Kenosha;Wisconsin;53142;Central;OFF-AR-10002704;Office Supplies;Art;Boston 1900 Electric Pencil Sharpener;0,651388889;1;0;4.494
3999;CA-2015-105627;08/03/15;12/03/15;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Kenosha;Wisconsin;53142;Central;FUR-FU-10000308;Furniture;Furnishings;Deflect-o Glass Clear Studded Chair Mats;373.08.00;6;0;820.776
4000;US-2015-149629;17/07/15;20/07/15;Second Class;MP-17965;Michael Paige;Corporate;United States;Port Saint Lucie;Florida;34952;South;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases. Medium Cherry Finish;231.92;5;00.02;5.798
4001;CA-2014-116834;11/10/14;16/10/14;Standard Class;Dp-13240;Dean percer;Home Office;United States;Seattle;Washington;98115;West;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;63.47.00;11;0;19.041
4002;CA-2014-116834;11/10/14;16/10/14;Standard Class;Dp-13240;Dean percer;Home Office;United States;Seattle;Washington;98115;West;TEC-AC-10002942;Technology;Accessories;WD My Passport Ultra 1TB Portable External Hard Drive;345;5;0;58.65
4003;CA-2016-145730;03/03/16;08/03/16;Standard Class;CC-12220;Chris Cortes;Consumer;United States;San Antonio;Texas;78207;Central;FUR-TA-10004915;Furniture;Tables;"Office Impressions End Table. 20-1/2""H x 24""W x 20""D";637.896;3;00.03;-1.275.792
4004;CA-2016-145730;03/03/16;08/03/16;Standard Class;CC-12220;Chris Cortes;Consumer;United States;San Antonio;Texas;78207;Central;TEC-MA-10001016;Technology;Machines;Canon PC170 Desktop Personal Copier;287.91;3;00.04;335.895
4005;CA-2016-145730;03/03/16;08/03/16;Standard Class;CC-12220;Chris Cortes;Consumer;United States;San Antonio;Texas;78207;Central;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes. White Envelopes with Clear Poly Window;36.06.00;3;00.02;11.895
4006;US-2015-168732;10/12/15;16/12/15;Standard Class;KM-16660;Khloe Miller;Consumer;United States;Roswell;Georgia;30076;South;OFF-AR-10003087;Office Supplies;Art;Staples in misc. colors;0,095833333;1;0;3,461111111
4007;US-2015-168732;10/12/15;16/12/15;Standard Class;KM-16660;Khloe Miller;Consumer;United States;Roswell;Georgia;30076;South;OFF-PA-10000520;Office Supplies;Paper;Xerox 201;25.92;4;0;124.416
4008;US-2015-168732;10/12/15;16/12/15;Standard Class;KM-16660;Khloe Miller;Consumer;United States;Roswell;Georgia;30076;South;TEC-AC-10001553;Technology;Accessories;Memorex 25GB 6X Branded Blu-Ray Recordable Disc. 15/Pack;101.94;6;0;214.074
4009;CA-2015-107468;18/12/15;22/12/15;Standard Class;MK-17905;Michael Kennedy;Corporate;United States;Louisville;Colorado;80027;West;OFF-AR-10000634;Office Supplies;Art;Newell 320;6.848;2;00.02;4,161111111
4010;CA-2017-144463;01/01/17;05/01/17;Standard Class;SC-20725;Steven Cartwright;Consumer;United States;Los Angeles;California;90036;West;FUR-FU-10001215;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";474.43.00;11;0;1.992.606
4011;CA-2017-100811;21/11/17;24/11/17;First Class;CC-12475;Cindy Chapman;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;8.448;2;00.02;0,127777778
4012;CA-2017-100811;21/11/17;24/11/17;First Class;CC-12475;Cindy Chapman;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;39.296;4;00.02;39.296
4013;CA-2015-153612;22/12/15;27/12/15;Standard Class;BT-11305;Beth Thompson;Home Office;United States;Superior;Wisconsin;54880;Central;OFF-AR-10000203;Office Supplies;Art;Newell 336;17.12;4;0;49.648
4014;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-AP-10000828;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542.94;3;0;1.520.232
4015;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-LA-10003190;Office Supplies;Labels;Avery 474;0,377777778;3;0;42.336
4016;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-PA-10002319;Office Supplies;Paper;Xerox 1944;193.08.00;5;0;94.962
4017;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-PA-10003893;Office Supplies;Paper;Xerox 1962;21.04;5;0;0,41875
4018;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-PA-10002499;Office Supplies;Paper;Xerox 1890;97.88;2;0;48.94
4019;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;TEC-AC-10004568;Technology;Accessories;Maxell LTO Ultrium - 800 GB;251.91;9;0;478.629
4020;CA-2015-165624;23/08/15;28/08/15;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip. 4' Cord Length;25.86;3;0;67.236
4021;CA-2014-154963;22/06/14;27/06/14;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Chester;Pennsylvania;19013;East;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs. Black. 4/Carton;170.058;3;00.03;-48.588
4022;CA-2014-154963;22/06/14;27/06/14;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Chester;Pennsylvania;19013;East;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;82.782;3;00.04;-151.767
4023;CA-2014-154963;22/06/14;27/06/14;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Chester;Pennsylvania;19013;East;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs. Rounded Back;853.93;5;00.03;0
4024;CA-2017-130764;27/10/17;28/10/17;First Class;JO-15145;Jack O'Briant;Corporate;United States;San Francisco;California;94110;West;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase. Cherry Finish;556.665;5;00.15;6.549
4025;CA-2017-130764;27/10/17;28/10/17;First Class;JO-15145;Jack O'Briant;Corporate;United States;San Francisco;California;94110;West;TEC-PH-10003215;Technology;Phones;Jackery Bar Premium Fast-charging Portable Charger;95.84;4;00.02;34.742
4026;CA-2017-139311;11/08/17;13/08/17;First Class;SF-20965;Sylvia Foulston;Corporate;United States;Bedford;Texas;76021;Central;OFF-PA-10001776;Office Supplies;Paper;"Wirebound Message Books. Four 2 3/4"" x 5"" Forms per Page. 600 Sets per Book";29.664;4;00.02;100.116
4027;CA-2017-139311;11/08/17;13/08/17;First Class;SF-20965;Sylvia Foulston;Corporate;United States;Bedford;Texas;76021;Central;OFF-AR-10004582;Office Supplies;Art;BIC Brite Liner Grip Highlighters;9.184;7;00.02;0,14375
4028;CA-2017-139311;11/08/17;13/08/17;First Class;SF-20965;Sylvia Foulston;Corporate;United States;Bedford;Texas;76021;Central;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;153.584;2;00.02;134.386
4029;CA-2017-139311;11/08/17;13/08/17;First Class;SF-20965;Sylvia Foulston;Corporate;United States;Bedford;Texas;76021;Central;OFF-BI-10004209;Office Supplies;Binders;Fellowes Twister Kit. Gray/Clear. 3/pkg;12.864;8;00.08;-22.512
4030;CA-2017-124296;24/12/17;28/12/17;Standard Class;CS-12355;Christine Sundaresam;Consumer;United States;Lafayette;Louisiana;70506;South;TEC-MA-10003183;Technology;Machines;DYMO CardScan Personal V9 Business Card Scanner;479.97;3;0;239.985
4031;CA-2017-124296;24/12/17;28/12/17;Standard Class;CS-12355;Christine Sundaresam;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-CH-10002439;Furniture;Chairs;Iceberg Nesting Folding Chair. 19w x 6d x 43h;232.88;4;0;605.488
4032;CA-2016-169957;26/09/16;30/09/16;Standard Class;SN-20710;Steve Nguyen;Home Office;United States;Covington;Washington;98042;West;OFF-AP-10000576;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster II;236.88;6;0;663.264
